id,name,slug,type,status,description,short_description,sku,price,sale_price,stock_quantity,stock_status,manage_stock,weight,length,width,height,tax_class,shipping_class,featured,sold_individually,min_purchase_quantity,max_purchase_quantity,backorders,catalog_visibility,categories,tags,brands,image_url,gallery_image_urls,variation_parent_sku,variation_attributes,bundled_items_json,grouped_children_skus,upsell_skus,cross_sell_skus,related_skus,downloadable_files_json,external_url,external_button_text
,Greenroot Heritage Snake Plant (Tall) Edge Mk 0064,greenroot-heritage-snake-plant-tall-edge-mk-0064,physical,publish,"Engineered for daily use, Healthy, nursery-grown indoor plant shipped in its 19cm grow pot. Includes a care card with light, watering and humidity guidance. Ships in 100% recyclable packaging.",Nursery-grown indoor plant with care card.,TJC-GPL-00064,139.36,100.05,41,instock,1,4.07,40,30,50,,,,,1,,,visible,"Garden, Plants","plants, garden, indoor",Petalworks,https://loremflickr.com/1200/1200/plant%2Cpot%2Chouseplant%2Cgarden?lock=700064,https://picsum.photos/seed/tjc-gpl-00064-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-gpl-00064-g2/1200/1200.jpg,,,,,,,,,,
,Honeycomb Studio Mascara № 0065,honeycomb-studio-mascara-no-0065,physical,publish,"Engineered for daily use, Pigment-dense matte formula with 12-hour wear, no transfer and a comfortable, non-drying feel. Vegan, cruelty-free, and made in a Leaping-Bunny certified facility. Independently lab-tested for safety and durability.",Long-wear matte foundation with 12-hour wear.,TJC-MKP-00065,77.13,,170,instock,1,0.15,4,4,8,,,,,1,,,visible,"Beauty, Makeup","makeup, cosmetics, beauty, vegan",Verdant Apothecary,https://loremflickr.com/1200/1200/makeup%2Ccosmetics%2Clipstick?lock=700065,https://picsum.photos/seed/tjc-mkp-00065-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-mkp-00065-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-mkp-00065-g3/1200/1200.jpg,,,,,,,,,,
,Wildcrest Pet Trail Water Fountain S-0066,wildcrest-pet-trail-water-fountain-s-0066,physical,publish,"Crafted with care, Four-tier cat tree built from FSC-certified pine with hand-wound sisal posts and plush platforms. Stable footprint; arrives in two pieces with M8 fixings. Designed in-house and made to last.",FSC pine cat tree with hand-wound sisal posts.,TJC-PTC-00066,93.19,,48,instock,1,2.19,60,40,20,,,,,1,,,visible,"Pets, Cats","pets, cat, accessories",Wildcrest Pet,https://loremflickr.com/1200/1200/cat%2Cpet%2Csupplies?lock=700066,https://picsum.photos/seed/tjc-ptc-00066-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ptc-00066-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-ptc-00066-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-ptc-00066-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-ptc-00066-g5/1200/1200.jpg,,,,,,,,,,
,Wildcrest Pet Studio Travel Dog Crate Series 3 Series 0067,wildcrest-pet-studio-travel-dog-crate-series-3-series-0067,physical,publish,"Made for everyday performance, Padded ergonomic harness with two attachment points and a reflective trim. Adjustable across four chest sizes; the steel D-ring rated to 250kg pull-through. Backed by a two-year warranty.",Padded reflective harness with two leash points.,TJC-PTD-00067,34.28,,47,instock,1,2.99,50,30,12,,,,,1,,,visible,"Pets, Dogs","pets, dog, accessories",Wildcrest Pet,https://loremflickr.com/1200/1200/dog%2Cpet%2Csupplies?lock=700067,https://picsum.photos/seed/tjc-ptd-00067-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ptd-00067-g2/1200/1200.jpg,,,,,,,,,,
,Wildcrest Pet Heritage Travel Dog Crate Model 0068,wildcrest-pet-heritage-travel-dog-crate-model-0068,physical,publish,"Engineered for daily use, Padded ergonomic harness with two attachment points and a reflective trim. Adjustable across four chest sizes; the steel D-ring rated to 250kg pull-through. Backed by a two-year warranty.",Padded reflective harness with two leash points.,TJC-PTD-00068,59.54,,20,instock,1,2.88,50,30,12,,,1,,1,,,visible,"Pets, Dogs","pets, dog, accessories",Pawborough,https://loremflickr.com/1200/1200/dog%2Cpet%2Csupplies?lock=700068,https://picsum.photos/seed/tjc-ptd-00068-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ptd-00068-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-ptd-00068-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-ptd-00068-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-ptd-00068-g5/1200/1200.jpg,,,,,,,,,,
,Orbit Lite 5G Smartphone Ref. 00069,orbit-lite-5g-smartphone-ref-00069,physical,publish,"Designed to last, 6.1-inch AMOLED display at 120Hz with always-on mode. 2TB on-board storage, 8GB RAM, and a triple-camera system: 48MP main, ultra-wide and 3× telephoto with optical image stabilisation. 5G mmWave + sub-6, Wi-Fi 7, and 5000mAh battery with 100W fast wired and 10W wireless charging. 30-day no-questions returns.",6.1-inch 120Hz 5G smartphone with triple camera.,TJC-PHN-00069,1180.9,,49,instock,1,0.2,16,7.6,0.85,,,,,1,,,visible,"Electronics, Smartphones","smartphone, 5g, android, phone",Nimbus,https://loremflickr.com/1200/1200/smartphone?lock=700069,https://picsum.photos/seed/tjc-phn-00069-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-phn-00069-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-phn-00069-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-phn-00069-g4/1200/1200.jpg,,,,,,,,,,
,Apex Road MIPS Mountain Helmet Mk 0070,apex-road-mips-mountain-helmet-mk-0070,physical,publish,"Crafted with care, Multi-density EPS shell with MIPS rotational-impact protection, 24 large vents and a Boa retention dial. Weighs in at 240g in size M and meets EN 1078 + CPSC standards. 30-day no-questions returns.","MIPS helmet at 240g, EN 1078 + CPSC certified.",TJC-CYC-00070,908.76,,263,instock,1,7.24,60,30,15,,,,,1,,notify,visible,"Sports, Cycling","cycling, bike, helmet",Veloce Sports,https://loremflickr.com/1200/1200/bicycle%2Ccycling%2Chelmet?lock=700070,https://picsum.photos/seed/tjc-cyc-00070-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-cyc-00070-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-cyc-00070-g3/1200/1200.jpg,,,,,,,,,,
,Driftwood Standard Tech Joggers № 0071,driftwood-standard-tech-joggers-no-0071,physical,publish,"Built around what you actually use, Constructed from a organic cotton with a comfortable tailored fit. Five-pocket styling, sturdy YKK hardware, and a back-yoke design that holds its shape through years of wear. Designed in-house and made to last.",tailored fit chinos with sturdy YKK hardware.,TJC-MNB-00071,103.21,,247,instock,1,0.46,32,25,3,,,,,1,,notify,visible,"Clothing, Men","mens, apparel, bottom",Coastline,https://loremflickr.com/1200/1200/mens%2Cjeans%2Cpants?lock=700071,https://picsum.photos/seed/tjc-mnb-00071-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00071-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00071-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00071-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00071-g5/1200/1200.jpg,,,,,,,,,,
,Verdant Wellness Studio Multivitamin 60 Capsules S-0072,verdant-wellness-studio-multivitamin-60-capsules-s-0072,physical,publish,"Built around what you actually use, Third-party tested for potency and purity, manufactured in a GMP-certified facility. Free from gluten, soy, dairy and artificial fillers; 60-day money-back guarantee. Independently lab-tested for safety and durability.","Third-party tested, GMP-certified supplements.",TJC-HLT-00072,41.73,29.52,90,instock,1,0.12,8,8,12,,,,,1,,,visible,Health & Wellness,"health, wellness, supplements, vitamins",Bloom Apothecary,https://loremflickr.com/1200/1200/supplements%2Cvitamins%2Cwellness?lock=700072,https://picsum.photos/seed/tjc-hlt-00072-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-hlt-00072-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-hlt-00072-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-hlt-00072-g4/1200/1200.jpg,,,,,,,,,,
,"Halo Cinema 55"" 4K QLED TV Series 0073",halo-cinema-55-4k-qled-tv-series-0073,physical,publish,"Made for everyday performance, QLED panel with full-array local dimming and a 120Hz native refresh rate. Dolby Vision IQ, Dolby Atmos through a 2.1.2 down-firing speaker array, HDMI 2.1 with VRR and ALLM on all four ports, and Wi-Fi 6E for cable-free streaming. 30-day no-questions returns.",Premium 4K QLED TV with Dolby Vision IQ and 120Hz panel.,TJC-TVS-00073,3086.7,2360.2,29,instock,1,25.92,145,90,7,,bulky,,,1,,,visible,"Electronics, TVs","tv, 4k, smart-tv, dolby-vision",Quark Devices,https://loremflickr.com/1200/1200/television%2Ctv?lock=700073,https://picsum.photos/seed/tjc-tvs-00073-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tvs-00073-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tvs-00073-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-tvs-00073-g4/1200/1200.jpg,,,,,,,,,,
,Apex Gravel Rear Light Anniversary Model 0074,apex-gravel-rear-light-anniversary-model-0074,physical,publish,"A studio-tested favourite, Multi-density EPS shell with MIPS rotational-impact protection, 24 large vents and a Boa retention dial. Weighs in at 240g in size M and meets EN 1078 + CPSC standards. Independently lab-tested for safety and durability.","MIPS helmet at 240g, EN 1078 + CPSC certified.",TJC-CYC-00074,1313.75,1031.86,135,instock,1,13.92,60,30,15,,,,,1,,,visible,"Sports, Cycling","cycling, bike, helmet",Stride Athletics,https://loremflickr.com/1200/1200/bicycle%2Ccycling%2Chelmet?lock=700074,https://picsum.photos/seed/tjc-cyc-00074-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-cyc-00074-g2/1200/1200.jpg,,,,,,,,,,
,Pawborough Trail Water Fountain Ref. 00075,pawborough-trail-water-fountain-ref-00075,physical,publish,"Designed to last, Four-tier cat tree built from FSC-certified pine with hand-wound sisal posts and plush platforms. Stable footprint; arrives in two pieces with M8 fixings. Designed in-house and made to last.",FSC pine cat tree with hand-wound sisal posts.,TJC-PTC-00075,18.43,,254,instock,1,4.29,60,40,20,,,,,1,,,visible,"Pets, Cats","pets, cat, accessories",Pawborough,https://loremflickr.com/1200/1200/cat%2Cpet%2Csupplies?lock=700075,https://picsum.photos/seed/tjc-ptc-00075-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ptc-00075-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-ptc-00075-g3/1200/1200.jpg,,,,,,,,,,
,Greenroot Heritage Garden Hose 25m Limited Edition Mk 0076,greenroot-heritage-garden-hose-25m-limited-edition-mk-0076,physical,publish,"Engineered for daily use, Forged from a single piece of stainless steel with a polished FSC ash handle. Lifetime sharpening service. Free carbon-neutral shipping over $50.",Forged stainless garden tool with FSC ash handle.,TJC-GOU-00076,355.58,241.7,148,instock,1,6.47,90,30,20,reduced-rate,,,,1,,notify,visible,"Garden, Outdoor","garden, outdoor, tool",Petalworks,https://loremflickr.com/1200/1200/garden%2Ctool%2Coutdoor?lock=700076,https://picsum.photos/seed/tjc-gou-00076-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-gou-00076-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-gou-00076-g3/1200/1200.jpg,,,,,,,,,,
,Quark Pro Wireless Controller Plus № 0077,quark-pro-wireless-controller-plus-no-0077,physical,publish,"Designed to last, Hall-effect sensors, sub-1ms low-latency wireless via 2.4GHz USB dongle, and an 24-hour battery. Hot-swappable switches, per-key RGB, and aluminium construction with PBT double-shot keycaps where applicable. Backed by a two-year warranty.",Pro-tier peripheral with sub-1ms wireless latency.,TJC-GAM-00077,80.74,,125,instock,1,0.4,24,16,12,reduced-rate,,,,1,,,visible,"Electronics, Gaming","gaming, peripheral, keyboard",Aurora Tech,https://loremflickr.com/1200/1200/gaming%2Ccontroller%2Cconsole?lock=700077,https://picsum.photos/seed/tjc-gam-00077-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-gam-00077-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-gam-00077-g3/1200/1200.jpg,,,,,,,,,,
,Pulse Mirrorless APS-C Camera S-0078,pulse-mirrorless-aps-c-camera-s-0078,physical,publish,"Designed to last, 108MP back-illuminated sensor with 5-axis in-body image stabilisation. 4K 60p video with 10-bit 4:2:2 internal recording, dual UHS-II SD slots, weather-sealed magnesium-alloy body, and a 3.0-inch vari-angle touchscreen. Designed in-house and made to last.",108MP mirrorless body with 4K 60p video and IBIS.,TJC-CAM-00078,2430.33,2087.78,174,instock,1,0.84,14,10,8,,fragile,,,1,,,visible,"Electronics, Cameras","camera, mirrorless, photography",Nimbus,https://loremflickr.com/1200/1200/camera%2Cdslr%2Cmirrorless?lock=700078,https://picsum.photos/seed/tjc-cam-00078-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00078-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00078-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00078-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00078-g5/1200/1200.jpg,,,,,,,,,,
,Birchgrove Heritage Sideboard Studio Series 0079,birchgrove-heritage-sideboard-studio-series-0079,physical,publish,"Engineered for daily use, FSC-certified solid oak with a hand-rubbed natural-oil finish. Mortise-and-tenon joinery, no MDF or particleboard. Ships flat with five M8 fixings and assembles in under 15 minutes. Free carbon-neutral shipping over $50.","Solid-oak FSC-certified furniture, assembles in 15 minutes.",TJC-FRN-00079,1427.24,1113.93,44,instock,1,18.79,200,95,85,reduced-rate,bulky,,,1,,,visible,"Home & Kitchen, Furniture","furniture, wood, home",Stoneward Kitchen,https://loremflickr.com/1200/1200/furniture%2Cchair%2Csofa%2Cinterior?lock=700079,https://picsum.photos/seed/tjc-frn-00079-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-frn-00079-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-frn-00079-g3/1200/1200.jpg,,,,,,,,,,
,Northland Tapered Selvedge Jeans Edge Model 0080,northland-tapered-selvedge-jeans-edge-model-0080,physical,publish,"Engineered for daily use, Constructed from a pima cotton with a comfortable slim fit. Five-pocket styling, sturdy YKK hardware, and a back-yoke design that holds its shape through years of wear. Backed by a two-year warranty.",slim fit chinos with sturdy YKK hardware.,TJC-MNB-00080,95.54,69.55,163,instock,1,0.78,32,25,3,,,,,1,,notify,visible,"Clothing, Men","mens, apparel, bottom",Northland Apparel,https://loremflickr.com/1200/1200/mens%2Cjeans%2Cpants?lock=700080,https://picsum.photos/seed/tjc-mnb-00080-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00080-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00080-g3/1200/1200.jpg,,,,,,,,,,
,Little Atlas Studio Wooden Puzzle (24 pcs) Ref. 00081,little-atlas-studio-wooden-puzzle-24-pcs-ref-00081,physical,publish,"A studio-tested favourite, FSC-certified solid-beech blocks finished with non-toxic water-based stains and beeswax polish. 60 pieces in a cotton drawstring bag; tested to EN71 and CPSIA. Ships in 100% recyclable packaging.",FSC beech blocks finished with non-toxic stains.,TJC-TKD-00081,42.99,,144,instock,1,1.69,35,25,12,,,,,1,,,visible,"Toys, Kids","toys, kids, wooden",Maple Bear,https://loremflickr.com/1200/1200/kids%2Ctoy%2Cwooden?lock=700081,https://picsum.photos/seed/tjc-tkd-00081-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00081-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00081-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00081-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00081-g5/1200/1200.jpg,,,,,,,,,,
,Trailwise Endurance Running Socks (3-Pack) Mk 0082,trailwise-endurance-running-socks-3-pack-mk-0082,physical,publish,"Built around what you actually use, Lightweight, breathable construction with reflective detailing and a no-bounce phone pocket. Designed with input from elite ultra-runners. Designed in-house and made to last.",Lightweight reflective running gear.,TJC-RUN-00082,174.06,135.41,97,instock,1,0.68,30,22,12,,,,,1,,,visible,"Sports, Running","running, athletic, sports",Apex Outdoors,https://loremflickr.com/1200/1200/running%2Cshoes%2Cathletic?lock=700082,https://picsum.photos/seed/tjc-run-00082-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-run-00082-g2/1200/1200.jpg,,,,,,,,,,
,Stride Core Yoga Block (Pair) Limited Edition № 0083,stride-core-yoga-block-pair-limited-edition-no-0083,physical,publish,"Crafted with care, 16kg cast iron with a powder-coated finish and a soft-grip handle. Built to take a beating in a home gym; backed by a lifetime warranty. 30-day no-questions returns.","Studio-grade home-gym essential, lifetime warranty.",TJC-FIT-00083,18.82,,88,instock,1,15.81,60,40,10,,,,,1,,,visible,"Sports, Fitness","fitness, gym, strength",Veloce Sports,https://loremflickr.com/1200/1200/fitness%2Cgym%2Cequipment?lock=700083,https://picsum.photos/seed/tjc-fit-00083-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-fit-00083-g2/1200/1200.jpg,,,,,,,,,,
,Tideline Single-Origin Milk Chocolate Almond (100g) S-0084,tideline-single-origin-milk-chocolate-almond-100g-s-0084,physical,publish,"Engineered for daily use, Single-origin bean-to-bar dark chocolate at 72% cocoa, conched for 72 hours. Notes of red fruit, molasses and a long, dry finish. Designed in-house and made to last.",72% single-origin bean-to-bar dark chocolate.,TJC-CHC-00084,11.84,,0,outofstock,1,0.14,18,9,1.5,,,,,1,,,visible,"Food, Chocolate","chocolate, sweets, single-origin",Hearthstone Roasters,https://loremflickr.com/1200/1200/chocolate%2Csweets?lock=700084,https://picsum.photos/seed/tjc-chc-00084-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-chc-00084-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-chc-00084-g3/1200/1200.jpg,,,,,,,,,,
,Verdant Pantry Bean-to-Bar Dark Chocolate 72% (100g) Edge Series 0085,verdant-pantry-bean-to-bar-dark-chocolate-72-100g-edge-series-0085,physical,publish,"A studio-tested favourite, Single-origin bean-to-bar dark chocolate at 72% cocoa, conched for 72 hours. Notes of red fruit, molasses and a long, dry finish. Backed by a two-year warranty.",72% single-origin bean-to-bar dark chocolate.,TJC-CHC-00085,54.15,,143,instock,1,0.17,18,9,1.5,,,,,1,,,visible,"Food, Chocolate","chocolate, sweets, single-origin",Tideline,https://loremflickr.com/1200/1200/chocolate%2Csweets?lock=700085,https://picsum.photos/seed/tjc-chc-00085-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-chc-00085-g2/1200/1200.jpg,,,,,,,,,,
,Verdant Pantry Ceremonial Loose-Leaf Earl Grey 100g Model 0086,verdant-pantry-ceremonial-loose-leaf-earl-grey-100g-model-0086,physical,publish,"Engineered for daily use, Stone-ground first-harvest ceremonial-grade matcha from Uji, Japan. Bright vegetal aroma with a creamy umami finish; whisks into a clean, foam-topped bowl in under 30 seconds. Ships in 100% recyclable packaging.",Stone-ground first-harvest Uji matcha.,TJC-TEA-00086,14.22,,167,instock,1,0.27,12,8,8,,,,,1,,,visible,"Food, Tea","tea, matcha, green, loose-leaf",Tideline,https://loremflickr.com/1200/1200/tea%2Cgreen%2Cmatcha?lock=700086,https://picsum.photos/seed/tjc-tea-00086-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00086-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00086-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00086-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00086-g5/1200/1200.jpg,,,,,,,,,,
,Nova Edge 5G Smartphone Ref. 00087,nova-edge-5g-smartphone-ref-00087,physical,publish,"Engineered for daily use, 6.5-inch AMOLED display at 120Hz with always-on mode. 512GB on-board storage, 64GB RAM, and a triple-camera system: 24MP main, ultra-wide and 3× telephoto with optical image stabilisation. 5G mmWave + sub-6, Wi-Fi 7, and 5500mAh battery with 80W fast wired and 10W wireless charging. 30-day no-questions returns.",6.5-inch 120Hz 5G smartphone with triple camera.,TJC-PHN-00087,1097.52,,63,instock,1,0.2,16,7.6,0.85,,,1,,1,,,visible,"Electronics, Smartphones","smartphone, 5g, android, phone",Pulse Electronics,https://loremflickr.com/1200/1200/smartphone?lock=700087,https://picsum.photos/seed/tjc-phn-00087-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-phn-00087-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-phn-00087-g3/1200/1200.jpg,,,,,,,,,,
,Ochre & Pine Pro Linen Canvas (40×50cm) Studio Mk 0088,ochre-and-pine-pro-linen-canvas-40-50cm-studio-mk-0088,physical,publish,"Built around what you actually use, Professional-grade lightfast pigments in a portable tin with a thumb-ring, a mixing palette, and a sable travel brush. ASTM I lightfast rating across the full range. 30-day no-questions returns.",Lightfast ASTM I pigments in a travel tin.,TJC-ART-00088,243.32,,116,instock,1,1.31,30,22,5,,,,,1,,,visible,Art & Crafts,"art, craft, painting, supplies",Atelier Maple,https://loremflickr.com/1200/1200/art%2Csupplies%2Ccraft%2Cpainting?lock=700088,https://picsum.photos/seed/tjc-art-00088-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-art-00088-g2/1200/1200.jpg,,,,,,,,,,
,Birchgrove Atelier Bedside Lamp Mark II № 0089,birchgrove-atelier-bedside-lamp-mark-ii-no-0089,physical,publish,"Built around what you actually use, Solid brass body with a hand-cut linen drum shade. Inline dimmer, dimmable LED bulb (CRI 95, 2700K) included, and a 2m fabric-wrapped cord with EU/US/UK plug options. Independently lab-tested for safety and durability.",Solid-brass lamp with CRI 95 dimmable LED.,TJC-LTG-00089,62.42,,29,instock,1,3.73,40,30,50,,,,,1,,,visible,"Home & Kitchen, Lighting","lighting, lamp, home",Birchgrove,https://loremflickr.com/1200/1200/lamp%2Clighting%2Cinterior?lock=700089,https://picsum.photos/seed/tjc-ltg-00089-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ltg-00089-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-ltg-00089-g3/1200/1200.jpg,,,,,,,,,,
,Atlas Straight Selvedge Jeans S-0090,atlas-straight-selvedge-jeans-s-0090,physical,publish,"A studio-tested favourite, Constructed from a linen-cotton blend with a comfortable relaxed fit. Five-pocket styling, sturdy YKK hardware, and a back-yoke design that holds its shape through years of wear. Backed by a two-year warranty.",relaxed fit jeans with sturdy YKK hardware.,TJC-MNB-00090,222.61,,74,instock,1,0.82,32,25,3,,,1,,1,,,visible,"Clothing, Men","mens, apparel, bottom",Coastline,https://loremflickr.com/1200/1200/mens%2Cjeans%2Cpants?lock=700090,https://picsum.photos/seed/tjc-mnb-00090-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00090-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00090-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00090-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-mnb-00090-g5/1200/1200.jpg,,,,,,,,,,
,"Nimbus Pad 13"" Tablet Series 0091",nimbus-pad-13-tablet-series-0091,physical,publish,"Made for everyday performance, 13-inch laminated display with 120Hz adaptive refresh, 512GB of storage, and stylus support with 4096 pressure levels. Stereo quad speakers tuned by Vega Audio, a 12MP wide front camera with auto-framing, and up to 14 hours of mixed-use battery life. Designed in-house and made to last.","13"" 120Hz tablet with stylus support and 512GB storage.",TJC-PC-TB-00091,1130.27,,102,instock,1,0.62,25,18,0.7,,fragile,,,1,,,visible,"Electronics, Tablets","tablet, stylus, android",Borealis,https://loremflickr.com/1200/1200/tablet%2Ccomputer?lock=700091,https://picsum.photos/seed/tjc-pc-tb-00091-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-pc-tb-00091-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-pc-tb-00091-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-pc-tb-00091-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-pc-tb-00091-g5/1200/1200.jpg,,,,,,,,,,
,Verdant Pantry Single-Estate Manuka Honey 250g Model 0092,verdant-pantry-single-estate-manuka-honey-250g-model-0092,physical,publish,"Engineered for daily use, Cold-pressed extra-virgin olive oil from a single estate in Puglia. Harvested October, milled within 6 hours, and bottled in dark glass to preserve polyphenols. 30-day no-questions returns.",Cold-pressed single-estate Puglian EVOO.,TJC-PTR-00092,88.91,,66,instock,1,0.32,9,9,30,,,,,1,,,visible,"Food, Pantry","pantry, olive-oil, specialty, food",Borealis Beans,https://loremflickr.com/1200/1200/olive%2Coil%2Cpantry%2Cfood?lock=700092,https://picsum.photos/seed/tjc-ptr-00092-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ptr-00092-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-ptr-00092-g3/1200/1200.jpg,,,,,,,,,,
,Quark Pro Smartphone Edge Ref. 00093,quark-pro-smartphone-edge-ref-00093,physical,publish,"Crafted with care, 6.8-inch AMOLED display at 120Hz with always-on mode. 2TB on-board storage, 32GB RAM, and a triple-camera system: 12MP main, ultra-wide and 3× telephoto with optical image stabilisation. 5G mmWave + sub-6, Wi-Fi 7, and 4000mAh battery with 67W fast wired and 10W wireless charging. Independently lab-tested for safety and durability.",6.8-inch 120Hz 5G smartphone with triple camera.,TJC-PHN-00093,333.94,,0,outofstock,1,0.2,16,7.6,0.85,,,,,1,,,visible,"Electronics, Smartphones","smartphone, 5g, android, phone",Nimbus,https://loremflickr.com/1200/1200/smartphone?lock=700093,https://picsum.photos/seed/tjc-phn-00093-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-phn-00093-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-phn-00093-g3/1200/1200.jpg,,,,,,,,,,
,Atlas Travel Crossbody Bag Mk 0094,atlas-travel-crossbody-bag-mk-0094,physical,publish,"Made for everyday performance, 44L capacity in a weather-resistant 1000D recycled-poly shell with a padded 16-inch laptop sleeve. Lockable YKK zips, magnetic shoulder-strap routing, and a quick-grab top handle. Independently lab-tested for safety and durability.","44L commuter bag with 16"" laptop sleeve.",TJC-BAG-00094,57.1,,160,instock,1,1.09,45,30,14,,,,,1,,,visible,"Accessories, Bags","bag, backpack, commuter",Northland Apparel,https://loremflickr.com/1200/1200/leather%2Cbackpack%2Cbag?lock=700094,https://picsum.photos/seed/tjc-bag-00094-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-bag-00094-g2/1200/1200.jpg,,,,,,,,,,
,Nimbus Mirrorless Cinema Camera № 0095,nimbus-mirrorless-cinema-camera-no-0095,physical,publish,"Made for everyday performance, 48MP back-illuminated sensor with 5-axis in-body image stabilisation. 4K 30p video with 10-bit 4:2:2 internal recording, dual UHS-II SD slots, weather-sealed magnesium-alloy body, and a 3.0-inch vari-angle touchscreen. Designed in-house and made to last.",48MP mirrorless body with 4K 30p video and IBIS.,TJC-CAM-00095,2579.82,1885.25,219,instock,1,0.71,14,10,8,,fragile,,,1,,,visible,"Electronics, Cameras","camera, mirrorless, photography",Pulse Electronics,https://loremflickr.com/1200/1200/camera%2Cdslr%2Cmirrorless?lock=700095,https://picsum.photos/seed/tjc-cam-00095-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00095-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00095-g3/1200/1200.jpg,,,,,,,,,,
